Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.24435941969280772,0.6776252110483172,0.6832915376456058,0.059435444086689104,0.35818326266330636,0.7843855517183248,0.8724094133277615,0.7615266354054435,0.30617164424783994,0.2409046259255514,0.9702780790185472,0.30871304013239487,0.7772931276800343,0.28108524672663127,0.6586519274099731,0.9761866221789545,0.3750115205589971,0.5413206591800057,0.45024410673525594,0.19863998332242683,0.1277927580421604,0.6278321722422304,0.4707620818040006,0.29517626343749537,0.9713603245790792,0.4907956015808791,0.6232931579938082,0.8129026992817713,0.0266540866500542,0.7591652124590927,0.340795857470916,0.7130316052525917,0.4001370390335305,0.44515610704786024,0.30579536637675697,0.6787592168579538,0.8731081480420514,0.47733260972699554,0.05568488877151401,0.15629033776794932,0.3646772610897485,0.548374236531666,0.4669903074675388,0.07437254057360865,0.7663141317527745,0.7506200898438323,0.16714312392730313,0.6990790510526231,0.7462329779280663,0.07888910107173075,0.015802706832143465,0.45383157997350065,0.048990541760871475,0.1573372695116253,0.7732595565556498,0.774897519906686,0.9776276032049992,0.24833614611575294,0.683285113194416,0.6425688100332421,0.9044995949719489,0.42528216444190636,0.7304171855331109,0.49758863603193626,0.5674043231780236,0.39736517505221436,0.5519771245705061,0.8973655180059618,0.18694303506681098,0.22602136550935692,0.5523110670580408,0.8684964493754909,0.7470838459810363,0.03988082565683271,0.004068807738895619,0.6947821173959438,0.20222070295725303,0.002656734025005103,DDoS
0.04604626487571761,0.08399026168294343,0.3864752691333454,0.40855967796631354,0.9802404052568044,0.10957589025443415,0.4346181135524346,0.7995982600752195,0.4558318521113526,0.9162374985413558,0.6521582223193679,0.7462440892262585,0.6490689333785987,0.2349513144021893,0.628493191325633,0.21674554687714065,0.21095450816713002,0.5820946914818941,0.9017632865525168,0.9661013070349925,0.32570409036568315,0.7919713223916139,0.6746591674257439,0.40885855186673925,0.5416089008646418,0.5136536017480589,0.4707749599459291,0.2926307377726447,0.5889241813468585,0.5121488432494398,0.6212006580054041,0.3271223215546768,0.7949005169368628,0.22690846600171588,0.6025966571769825,0.19452757894774386,0.8404571076462072,0.5021324965708261,0.19268235109321175,0.9590031058996902,0.5402405247086841,0.3642955429932283,0.6023782198990423,0.6778768433952148,0.30578885955412827,0.7118791344705302,0.43071184707739063,0.4316228023162034,0.6968539340201654,0.872028532338715,0.6543407421283012,0.7260332928073303,0.04863688574359082,0.8645459930998047,0.10215268929035992,0.9463273125607213,0.8233976571857045,0.4376646815100287,0.5748455640289171,0.7523145127397656,0.7042414070168179,0.9627281626857472,0.47373048082371605,0.6434483069939072,0.37165107993525137,0.4329117901222709,0.11377156384582099,0.8962631600708996,0.09918760134205529,0.4494940684764087,0.9673577327380958,0.514693780446636,0.24088389372617702,0.9281565428521787,0.19546775398148286,0.7373277074430122,0.06510342706783778,0.5382177272174905,Bot
0.698447986655769,0.7724938994731302,0.5500045414935671,0.7093251754559086,0.6666505784366301,0.321541475560129,0.8150279724951992,0.7947401182777463,0.2646247896323596,0.059760103214356985,0.2330078749588702,0.4711789376646298,0.9263092833828591,0.9926622070376984,0.005104378480196625,0.5748882420265063,0.4348476054530668,0.4826549539708096,0.7820112912366064,0.15158995134483777,0.6774351308873622,0.47173397004201034,0.8708965454671671,0.6593292207802719,0.06413515036764772,0.7917762722160108,0.9170096537008544,0.019424810749769317,0.6016747487822492,0.4119894304518028,0.7319965743251651,0.010328739017734234,0.2286829060424882,0.04733598666427474,0.13470328780796426,0.6682470298986624,0.370947170752012,0.5680373235580399,0.607757639533463,0.697134805416949,0.29055955283065504,0.8503577680793483,0.9566981728600785,0.458011573883797,0.7157067525831938,0.5430611546152752,0.8741825278060208,0.35867647496943733,0.9737066346431225,0.9099234461855343,0.5141403558372819,0.7141815928392966,0.38935061639043655,0.4205601568653571,0.3355972738144306,0.988921058362916,0.4970505399498286,0.1823748065570312,0.7038390139507645,0.8697210238003705,0.9039744035152478,0.05150879145622589,0.6053119691267241,0.06953565725907662,0.4495843761682238,0.2584909028461033,0.5593629444313507,0.28113573651999435,0.358331994726487,0.44207290352951123,0.8149945394183753,0.6781363032098723,0.6547884167106819,0.23981262561614247,0.2223821515103026,0.17961460210546543,0.23742216484871648,0.4674200822519169,PortScan
0.6205980965464546,0.7649751488533507,0.7218953792625528,0.11085613746644973,0.6111022827921042,0.47059181306097864,0.5447575898865109,0.9014552353290278,0.8285532457827489,0.16925459880857285,0.008519065457400554,0.9295171311797489,0.8505774937972562,0.8564339755639884,0.44678326154510795,0.15513085477438193,0.42017460894372616,0.861750732420299,0.26334229621716954,0.09218770292037504,0.7983298052839127,0.6945482845475304,0.25146198133796427,0.9548234099907065,0.5983714272701716,0.07616801255705374,0.7042840399247902,0.2851849091581862,0.6253378684020424,0.9515437144079426,0.15491517621196504,0.5543374526007775,0.6872585659924048,0.1396821317350707,0.7681492314058803,0.476761883432104,0.9443806226303132,0.08726055860850501,0.4775036127874335,0.0006553256840128308,0.44260859663037233,0.67905184773457,0.48029335109805005,0.7488577219752393,0.1393935222253152,0.4384703019576175,0.08693460772314854,0.9582402695364042,0.10920100191757431,0.5127574155768337,0.40352871933027346,0.12965794083796256,0.08283472798186997,0.4489199145731113,0.4610940666297425,0.15829404033909744,0.563015386525558,0.5322791707766924,0.09545014731492796,0.4652328080802266,0.4589266292625287,0.6363551769505841,0.5109338468594479,0.6970357274159482,0.07449838665308328,0.5755577033880508,0.1923854495311944,0.1610341484163481,0.5610646534785655,0.4078965381772972,0.010220374651536024,0.42148877399528417,0.8700485697949216,0.46690518892009125,0.5557270253357244,0.7351340079455772,0.2650112251789579,0.3932982911690349,PortScan
0.09145563038917959,0.9878581367744923,0.44580202313696604,0.9305474624238861,0.4200296905918184,0.7867097268107343,0.8091166632321815,0.5314933539746184,0.9647998119797718,0.10242659535194187,0.6993868216955934,0.7848528475658058,0.6150568390669665,0.7569012478062941,0.14866847426004104,0.1359694023502821,0.6590091467371229,0.7068873174078717,0.8296145473883446,0.5848110625688344,0.711685996206316,0.23314630805959335,0.644766348912265,0.6660687068312601,0.3250099757536906,0.9976391787345729,0.35373545652642036,0.4394728488428147,0.7536522716330002,0.38240207642706436,0.8583881668543936,0.04894484030270063,0.6809563422415063,0.6786040672175575,0.1994515740146443,0.5121718162139842,0.281966486755714,0.12611245064390586,0.1304643107706167,0.435777863940243,0.215924201949232,0.5154915122394198,0.40856227624839825,0.8668330712382151,0.7278383381456777,0.3973035235272514,0.6195306175521362,0.07805786799736125,0.479265255101464,0.8593728153517147,0.7207761920360423,0.524991775844412,0.40470476163064284,0.4379461476699985,0.8904803671021566,0.38759677672315196,0.037508643691888444,0.276433737457384,0.3728210557929036,0.682734579344773,0.6970090741230459,0.5467705468047818,0.0672648141544776,0.15575237025885602,0.4545428247551241,0.4515196797458907,0.05463216109162339,0.0015966985410414969,0.7285399067933512,0.6430046251147278,0.24604487396761043,0.8301521219028184,0.1014668190696364,0.43937941389179747,0.6814607769465522,0.978102898959425,0.21314829952442016,0.37498481924619986,DDoS
0.4377161498645752,0.9070558943618326,0.7320867744860672,0.9890893790959271,0.8538141669144813,0.03382094230869093,0.9275814015256356,0.821785906718465,0.07430556778728281,0.11890369708525117,0.04775294102708094,0.14623061899621814,0.08001532491805363,0.3951520545725089,0.10669465109361065,0.667756647745019,0.5158724978320078,0.11755693446468762,0.17575482346407256,0.5146843627873423,0.05785282697068983,0.004326448824383378,0.3287221434263503,0.9553551618272552,0.5615063416357001,0.43100314662626515,0.9015803074881052,0.4812513837224093,0.003619546513488392,0.9836669055074242,0.8918176176324942,0.5589799256796553,0.3300942259439963,0.8287338883741547,0.026188399795073924,0.32620978759505226,0.19130642117206254,0.9504567975500731,0.30678141906473066,0.33081711015201887,0.6661519919525857,0.5010125416413789,0.6668697377394797,0.5348156302819715,0.543340891322282,0.27293466329585225,0.9482981166478103,0.36949599409874445,0.6898294644028935,0.20037274000042293,0.4901030534950933,0.42246682781565426,0.4823517469073275,0.18253876430499127,0.14574206573829684,0.007276088490482668,0.6891668907617339,0.8248392494048408,0.5565657361494386,0.5443894246722105,0.3628460631647047,0.8759526011949016,0.5861231214307515,0.7582780468499892,0.9703545983877677,0.6643156499598243,0.7603308416493222,0.5384960236436127,0.5483183108913966,0.3673224959550453,0.4601076708578469,0.2983775185933022,0.6815597350724127,0.9134531801081575,0.1416775680700907,0.3231800389229853,0.158969413354757,0.49417080393184076,DDoS
0.9471464893084495,0.14130367231920193,0.8799242673731555,0.11459224823722558,0.5586221747361367,0.7066806489991917,0.05353459214736045,0.5879928056290882,0.3117007739391039,0.9201673013998091,0.3776239594429386,0.7780284577364247,0.2674228127021605,0.6601681242973573,0.12963167561377698,0.44456056174071545,0.5464292945441649,0.46981719671113376,0.09742802144372509,0.6795848822293622,0.3529445576605631,0.215732463849994,0.04989565944537322,0.8289260561594619,0.005807529010685819,0.6780984173177868,0.2374227041792627,0.9781646739169139,0.9414263311656823,0.997508072236274,0.6274154944608126,0.8550550744933301,0.4517030338298973,0.7269121764592188,0.5408935729203623,0.07972514092393646,0.35681151555815793,0.9394763914761288,0.17457901191324565,0.4191436361801858,0.09882583584129356,0.07294435339861849,0.0003373007808354922,0.9140069195548594,0.19570683336512618,0.5946159401975614,0.49346640070321635,0.4687049649738039,0.04883302760320374,0.7747065517250316,0.5030228739088901,0.8280294229916044,0.5799366685141757,0.7973478917144043,0.3586979621148787,0.8052923534058039,0.23585489814361937,0.9089482961079173,0.24276136024830042,0.003370573442989744,0.9914610073163547,0.25976770087724876,0.7062542531545983,0.3412828369662043,0.6671067316011792,0.14055078600570559,0.03620339081913315,0.38758013035449845,0.4281336998507398,0.1563919936942968,0.5660738584778748,0.3353755981431945,0.7011737302789572,0.5367912084455214,0.883049064744743,0.4434002408492579,0.7217007606809848,0.8879652747576349,Bot
0.8554314479405919,0.46005446217482115,0.18532492094431963,0.4390941872058657,0.9640461471079532,0.7666242830579705,0.9375109497905827,0.16199710520096977,0.997244969223635,0.05053609248723634,0.9874030727187023,0.9946137248414383,0.6925164932793243,0.00028221687280893804,0.5407683770406674,0.6731067121557528,0.3424034043344414,0.8506142999861258,0.5287238988945231,0.6210885276455453,0.3603163565703311,0.03761239078045664,0.9468098511285419,0.4000403988596387,0.8252809449011657,0.40989480086984,0.04743498152904302,0.27903093142476443,0.4174683074400538,0.9619815802578857,0.6302137411010671,0.9669791699421765,0.23456657065862951,0.4899006173225773,0.8880469255596131,0.39966630978232,0.6688872528936705,0.996632007280955,0.8332093015810069,0.8056801649584798,0.8938999862867842,0.49859440599680604,0.18654039913350517,0.5671323851252555,0.10201569060418314,0.7335043757575739,0.6122800465517948,0.2146841464909155,0.31102519055098854,0.3023440762718853,0.787354611452928,0.8467280221962228,0.4974786830524405,0.9096940055153984,0.46617156301703333,0.6073515496130291,0.5350881043122618,0.8320434390122031,0.677429339791982,0.6193385602237585,0.7363415495225415,0.3261486494448552,0.95069837885802,0.32542729376608015,0.9996982684565526,0.9506880168676602,0.6795262886794465,0.6857819631072295,0.4205912981494627,0.23921443410636656,0.04097042903193049,0.9544629430857519,0.05691106107840593,0.5538667811317173,0.09665350548898832,0.4676145114509137,0.40116753056309506,0.38658976702920755,Bot
0.8788710490730032,0.019305465898452723,0.9470149521869343,0.2164643950252928,0.17902529286064783,0.255316522566737,0.5664983256804252,0.12863242480374215,0.008571975846554447,0.6442753308196666,0.828291825682446,0.1151272811247851,0.07343119830750167,0.19010128303030427,0.1406340535047087,0.7829081309230339,0.24967131370150686,0.9839009896322525,0.9259736823115906,0.6933438227313748,0.42601604423810646,0.8288915514892197,0.8824155488883311,0.5886954403384173,0.6487922141116177,0.12699180326970072,0.38726214796624325,0.7295839293332922,0.5235134718734893,0.2610120462864054,0.3868485641523255,0.7729809072239104,0.594501463832331,0.31389480143640724,0.7723011327574388,0.07196552261200195,0.11618534347328291,0.16252181219146566,0.9266552206265434,0.20904997518827495,0.8123967320810814,0.4808041196457503,0.3518522972607546,0.2444786619160848,0.859998237475791,0.04270307969193077,0.5178915824732854,0.3333475945703839,0.22323022090708433,0.48235580669937217,0.6479294552614033,0.7076101634282793,0.7811712943819412,0.681675222627111,0.2747479075704258,0.6967474554114006,0.21949136220329368,0.8703614069057166,0.12426211413253307,0.2236465025020229,0.8357220528065185,0.8402539969877671,0.6234553513998079,0.18016569208172073,0.07338890358668537,0.7288421596054515,0.46288394238368413,0.9216094289978345,0.47356516822877126,0.712097462638634,0.6105334453739151,0.20184171642324888,0.15898620112588369,0.004043548847391554,0.15889672426465495,0.972021265191645,0.32529714646472807,0.7055876715036148,BENIGN
0.7459522683998053,0.7956651672494609,0.11937157818342692,0.26219403733087554,0.681436182768747,0.20070038830153558,0.3182897614522868,0.06726163254629758,0.47474063032280867,0.24391632751198367,0.6430848521334168,0.05678236571231754,0.5405652698620975,0.4923926871843185,0.9173387791640423,0.6746879385888935,0.1478463070707916,0.6214039559638797,0.26001628550298783,0.5833017463130865,0.7664068985059959,0.3078344573003563,0.6444796411121507,0.4524313389482767,0.4030795121138674,0.7222340937430347,0.7652559558285216,0.7293349491366311,0.8867435972331048,0.5989549229789248,0.2765959291793658,0.8127117237568938,0.5231839401274421,0.19122710293637557,0.598299883613506,0.5337025584189241,0.612226800420529,0.3316000668440394,0.24953297987664735,0.6033802947100347,0.9525218831632843,0.596347529030096,0.28549279365570257,0.7549982545622576,0.6697589682860978,0.136314521768237,0.2777309634934614,0.3915092084945866,0.050870615985403767,0.7081777015635642,0.7970734883796057,0.14638982706454584,0.3354204427357942,0.39803664809441797,0.41036659345995796,0.44401021753636083,0.9222451945811715,0.5996141378062251,0.2548640664194589,0.35106985811771907,0.5369045680535095,0.9456721200714387,0.5492512942984433,0.5448539310902265,0.14661785536868255,0.5056015142190642,0.41092908969293196,0.057597745624774044,0.8376848511821083,0.11907013113571652,0.2054212884257839,0.4578835177282331,0.1704218752407094,0.22127053302325805,0.7187684232506983,0.3420133175876563,0.8529907922785767,0.7663682867206139,BENIGN
